category,message,age,years_of_experience,monthly_income,distance_traveled,risk_zone,gender,education_level,vehicle_type,number_of_children,marital_status,average_hours_worked_per_week,customer_rating,number_of_trips_last_month,average_trip_duration,region
recursos_humanos,Child former measure.,41,2,1495,2491,baja,female,high_school,sedan,0,single,54,4.1,63,114,south
operaciones,Social politics indicate trouble door interesting then as. To better run score suffer option.,50,20,4418,3130,alta,female,master,motorcycle,1,widowed,41,4.9,99,19,west
operaciones,Door next mission yeah president need small. Firm action particularly offer project.,50,15,4067,829,media,female,master,motorcycle,0,single,42,4.4,40,29,west
operaciones,Top receive hit discover.,20,1,2953,6029,media,female,high_school,suv,3,single,39,3.3,37,98,west
finanzas,Identify whom know later. Should require something while she morning.,47,10,4609,5944,media,male,master,motorcycle,5,divorced,40,4.4,38,96,north
operaciones,Fight rise while month movie scene significant. Individual compare number. Wait compare especially usually value. A plan couple why my my summer go.,41,7,1276,9601,media,male,bachelor,suv,0,single,39,4.7,61,96,east
finanzas,About herself improve or. Attorney education discussion religious movement television approach.,22,4,2344,8523,media,female,bachelor,van,4,single,21,4.7,47,17,south
operaciones,Local see pull pass. Training particularly across form community pretty sort join. Price water line always. Place culture glass as personal.,54,20,1908,6716,media,female,high_school,motorcycle,4,single,40,3.0,37,119,east
recursos_humanos,Voice write similar. Tough close value foreign. Center man rule case later white need.,34,12,4341,7474,alta,male,bachelor,sedan,5,single,55,4.1,96,59,east
operaciones,Look simple question one already sense. Artist defense good attention interview less people. Protect three study hope investment idea.,23,2,4302,8148,baja,male,master,motorcycle,4,widowed,21,3.5,56,63,west
recursos_humanos,Probably off situation name participant. Arrive field like design a.,37,16,3062,5597,baja,female,master,motorcycle,4,widowed,21,3.9,55,25,north
finanzas,Improve activity Congress. Election law commercial television thought.,33,11,1355,6784,media,female,master,suv,1,single,45,3.3,55,54,north
recursos_humanos,Bad future yard upon allow.,44,13,3355,8199,baja,female,high_school,suv,0,divorced,57,4.2,83,65,west
operaciones,Involve pattern truth seat bar. Board chair budget model force. Both design color travel.,43,4,2511,6423,baja,male,phd,sedan,0,divorced,38,3.8,95,59,north
finanzas,Administration crime top buy and stop air. Go role our time remain dream deep.,32,6,3726,1901,baja,female,bachelor,suv,3,single,28,5.0,57,81,north
operaciones,View goal phone responsibility pull language inside apply.,35,5,4431,7891,media,male,high_school,sedan,0,married,51,4.1,98,38,east
operaciones,Base she behind official statement.,28,1,2804,1759,alta,female,bachelor,sedan,4,married,44,4.4,18,61,west
operaciones,Room myself know course relate police individual. Simple husband product especially story. Seven certainly weight ball enough fight.,59,16,2628,4623,alta,female,bachelor,sedan,1,married,34,4.0,79,71,west
recursos_humanos,Road true watch mission.,57,13,2414,4985,baja,male,bachelor,van,0,married,53,3.2,48,69,north
finanzas,Small senior high. Born ahead five process act feeling foot. Health police side Mrs approach.,52,9,3324,5678,media,female,bachelor,van,3,widowed,33,4.5,66,87,south
operaciones,Tough wait red follow remain almost. Field rise Mr president.,53,3,3711,4943,baja,female,bachelor,suv,4,widowed,43,4.2,41,102,north
operaciones,Yourself likely improve property ask. Expect animal call threat.,50,13,1429,8349,media,female,bachelor,suv,4,widowed,54,4.1,87,73,south
finanzas,Very deal often less once despite. Activity left business major exactly effort hour matter.,36,4,4470,7336,baja,male,bachelor,suv,1,single,59,3.8,54,50,north
operaciones,Myself create improve though tonight between direction. Anyone another individual manager politics. Project bed field shoulder charge.,50,19,2419,6670,media,male,phd,suv,0,married,44,4.5,82,19,north
finanzas,Within act dog culture hope major. Minute garden challenge treat different agency relationship. Catch play reduce wife much better.,39,2,1452,9073,alta,female,high_school,suv,4,single,21,3.2,62,47,south
finanzas,Dinner another inside lot star.,21,1,1739,4480,baja,male,master,motorcycle,2,widowed,54,3.9,25,62,north
finanzas,Guess southern by. Worry material mission decide. Might might course without already town.,37,1,1049,5642,baja,female,phd,sedan,3,widowed,32,4.6,51,27,east
recursos_humanos,Particularly technology everything how. Thought rule culture very. Field couple area why.,45,13,2847,6657,baja,female,high_school,van,5,divorced,36,4.2,61,81,west
finanzas,Off listen marriage loss subject. Top up still cup others resource only.,52,11,1041,8446,media,male,high_school,sedan,5,widowed,55,3.7,24,30,east
operaciones,Particular of smile option. Raise necessary consider others. Table cost none window.,46,12,3212,5834,media,female,master,suv,1,single,23,4.9,21,100,south
finanzas,Life nearly point particularly allow. Beyond live another. Special west step child.,42,15,1602,3289,baja,female,bachelor,sedan,1,single,43,3.3,96,70,north
operaciones,Significant matter one many.,44,3,2318,4604,alta,male,bachelor,suv,5,widowed,54,4.9,48,120,south
operaciones,True while help that cause establish glass. Defense good page fight growth family.,36,18,1307,9113,media,male,master,sedan,3,divorced,32,4.4,18,81,north
recursos_humanos,Place more whole represent blood religious good. Court identify cut foreign popular probably. Minute former know news capital you treatment. Ago interview discuss raise.,41,13,4826,2133,media,female,phd,sedan,2,widowed,53,4.0,39,39,east
finanzas,Size girl exactly everybody. Final evening everything certainly traditional. Allow party area choice Congress young measure.,43,4,4274,536,baja,female,phd,sedan,0,single,23,4.2,23,62,east
operaciones,Section cup serious audience inside. Which paper control even cut bring. Garden watch mention skin picture no most state.,23,3,2587,6604,media,male,phd,suv,1,single,37,4.7,99,43,south
operaciones,Sign eye state mind poor part last. Piece you security wide. Real foot painting somebody Republican home dream federal.,22,3,4498,7117,media,male,bachelor,motorcycle,5,married,60,4.6,79,95,south
finanzas,Worry prevent couple blood ever themselves. Data little speech major.,28,4,4609,5895,baja,male,phd,motorcycle,1,married,24,4.6,53,38,south
finanzas,Spend international big large mission save thought. Worry research government.,52,8,1445,7273,media,female,high_school,motorcycle,2,single,47,4.9,42,10,west
finanzas,Wish only safe charge. In popular four economic knowledge.,24,5,3567,2228,media,male,master,motorcycle,5,single,30,3.9,14,58,north
operaciones,Time old share treat per where. Truth thought contain pick at city you.,51,13,4817,7074,alta,male,high_school,motorcycle,5,married,28,4.8,62,52,south
recursos_humanos,Improve for serious hand do. Reason difference adult sport media feeling. Add before tell property choose majority heart.,36,8,1871,477,baja,female,master,van,1,married,42,4.9,52,97,west
finanzas,Forward article pattern purpose another.,53,11,4528,1051,alta,male,phd,sedan,2,widowed,57,4.0,44,14,north
recursos_humanos,Piece amount meeting. Address tend individual number pass any card. Case town piece music want spend group.,43,16,2447,1525,baja,male,high_school,motorcycle,0,single,53,3.4,83,77,west
recursos_humanos,Simple continue those wife. Station company walk industry view civil case.,43,9,1784,9570,alta,male,high_school,suv,5,widowed,26,3.7,90,40,west
operaciones,Less Mr part us director million. Make bill later finally return security.,27,8,1703,9517,media,female,master,suv,0,married,56,3.9,69,95,south
recursos_humanos,Large police own best. Those minute child wife almost. Exactly network act last without.,46,5,2818,6121,alta,female,phd,sedan,0,married,36,3.9,74,59,north
recursos_humanos,Letter really whose guy exist one their. Capital house each from test. Seat ok issue.,52,12,4719,1519,media,male,high_school,suv,4,married,44,4.9,18,67,north
operaciones,With sport place third.,25,3,3964,5706,media,male,master,van,0,divorced,25,3.5,37,98,east
finanzas,Even officer citizen firm hair. Camera theory chance one home number page.,21,3,3578,9678,baja,female,phd,sedan,0,single,57,4.5,89,29,east
operaciones,Writer help include space the. Plant send late difference Republican. Visit occur have indicate.,30,5,3143,3749,media,male,bachelor,van,4,married,53,3.6,42,27,north
finanzas,Go movement thousand standard federal paper. Without front whom center wall.,50,7,4002,2351,alta,female,master,motorcycle,1,divorced,37,4.2,71,76,east
operaciones,Dark that ability husband. Television professor outside including.,58,15,2697,1411,baja,female,master,motorcycle,2,divorced,22,3.7,66,37,north
operaciones,Against dog politics summer it pull lot people. Figure brother anything goal school. Thought whatever authority.,49,17,2078,8442,media,female,high_school,motorcycle,3,married,31,4.7,46,90,west
finanzas,Positive area they. Among head lawyer contain ever simple box evidence. Democratic body whatever woman close dinner.,60,4,4109,2753,media,male,high_school,suv,0,single,33,3.1,91,15,south
finanzas,Special religious difficult husband approach. Nearly meeting suddenly. Try single own against.,35,3,2133,5125,baja,female,high_school,sedan,4,single,39,5.0,13,84,north
operaciones,Now social worry mother visit result. Fact lead almost boy.,42,1,4296,8803,media,female,high_school,van,0,married,44,4.2,50,82,west
operaciones,Discover couple decide plan beat understand term. Short ten allow standard several set.,25,4,3340,483,alta,female,bachelor,van,0,divorced,55,4.1,57,99,south
recursos_humanos,Blood oil allow necessary involve cell we force. Relate PM information behavior.,28,5,2593,1193,alta,male,high_school,motorcycle,0,divorced,27,4.0,50,81,south
recursos_humanos,Production enter enough simple. Miss concern most whole design perhaps student.,34,6,3793,5891,media,male,phd,suv,5,married,40,3.6,68,94,east
recursos_humanos,When kind meet begin.,22,1,1484,255,alta,male,bachelor,van,4,divorced,52,3.8,60,49,east
recursos_humanos,Far company each democratic company call. From both outside beyond. Ground medical sister month present.,49,6,1290,4580,baja,male,phd,van,3,single,42,4.9,27,21,south
finanzas,Amount too form garden. Operation southern computer visit gas positive read us.,49,20,1400,7082,alta,male,bachelor,motorcycle,4,married,42,4.2,73,94,west
operaciones,Create off trip to. Set individual smile though catch arm Mr. Glass guess red.,56,20,1072,9672,media,male,phd,suv,1,widowed,34,3.8,16,63,south
operaciones,American poor live again news military. Sit dinner early year what task.,33,8,3331,3846,baja,female,bachelor,van,4,widowed,38,3.2,45,32,west
operaciones,So garden bring them. Without hair among energy card. Positive office field summer art direction.,32,6,1603,1503,alta,male,phd,van,2,married,31,4.8,22,30,south
finanzas,Same card quality generation. Many even usually compare current their listen. Court nature ago around this threat common.,49,16,1130,1135,alta,male,high_school,motorcycle,0,divorced,54,3.8,66,106,west
operaciones,Start effort film parent. Itself treat door food. Onto high his continue.,46,13,4388,8993,baja,female,bachelor,suv,3,single,27,4.3,73,23,north
finanzas,Including return door road message. Particular determine lawyer on guess name.,46,8,2621,3250,media,male,bachelor,motorcycle,5,single,51,4.0,64,117,east
recursos_humanos,Smile student method hit ball identify. Pattern security plant fish. Learn special until area on under. Pm sing yes indeed fine stop.,40,7,1402,3026,media,male,high_school,suv,2,divorced,53,4.5,32,18,south
